QUEST_20150317_000001	請選擇使用者需要任務更新.
QUEST_20150317_001132	A few days later, the beggar went to the statue that Aiste prayed to. There, he took out one coin from the bag to keep, and offered the rest to the 女神 Statue. {nl}He then prayed to the 女神 whole-heartedly and left. As the money he offered disappeared, the beggar again to shed tears, but that's another story.
QUEST_20150317_001133	After a few days, an odd rumor spread across Fedimian. {nl}The rumor claimed that silver no longer disappeared into Fedimian soil. {nl}The rumor did not sit well at first with older, experienced people, but some tested the rumor with a paltry amount of silver, {nl}and it turned out to be true. Everyone agreed that finally, the mysterious phenomenon of Fedimian has come to an end.
QUEST_20150317_001134	After some time, word of this occurrence reached the king. Curious as to why this happened, the king ordered an investigation. {nl}The hidden truth was brought to light, and Aiste's story was known.
QUEST_20150317_001135	The king praised the people that caused the miracle with their charitable hearts. {nl}Additionally, to honor the grace of the 女神, he decided to spend the national treasury to build a large statue dedicated to her.
QUEST_20150317_001136	On the day the statue was finally completed, {nl}something miraculous happened as the King and Aiste went together to make the first offering. {nl}From the circumference of the statue sprouted coins - all the silver coins that had been lost by Fedimians up until that time.
QUEST_20150317_001137	After heated debate, the Fedimian people decided to not to hoard their lost silver coins. {nl}Instead, they asked the king to collect all the coins and distribute them among the poor of the Kingdom. {nl}The king readily agreed, and gave the order to record this beautiful event into the history of the Kingdom.
QUEST_20150317_001138	Even now, nobody knows when and how the mysterious phenomenon of Fedimian started, {nl}but everybody knows when, how, and who helped unravel the mystery. {nl}It was through the kindness of Aiste and the people who helped her, as well as through the grace of the 女神, that the mystery came to an end.
QUEST_20150317_001139	Klaipeda 的賭徒
QUEST_20150317_001140	{memo X}
QUEST_20150317_001141	In the town of Klaipeda, there once lived a man by the name of Modestas. {nl}He was a good, honest man - but had one major flaw that his friends and family all worried about, his wife especially so. {nl}Modestas was not lazy nor very clever nor not too foolish. {nl}He did not drink or repeatedly get into fights. {nl}The man had one flaw, and it was that he loved to gamble.
QUEST_20150317_001142	During the day, Modestas would work hard and would never let himself go hungry - {nl}but whenever he earned more than he really needed, he would gamble. {nl}The wife would always try to save this money, but not one extra coin would ever go toward their home.
QUEST_20150317_001143	Whenever she could, Modestas' wife would often go to the shrine, and pray to the 女神' likeness. {nl}But Modestas continued his odd habits, and the people around him grew increasingly concerned. {nl}After all, the mind of a gambler would think, 'Today may be small, but tomorrow it could be big!' {nl}And so the days rolled by, same as they ever were, until one peculiar day.
QUEST_20150317_001144	Like most of his days, Modestas was heading home after gambling away his excess coin. {nl}He was walking through the Siauliai Woods on the path to Klaipeda, when he saw a strange, old woman on the road.
QUEST_20150317_001145	This old woman seemed not only old and frail, but had an unnerving aura around her. {nl}She was acting strangely, as if deep in thought or obsessed with whatever she was doing. {nl}Modestas thought about simply ignoring the woman and walking past. Nothing would have happened if he did that, {nl}but curiosity got the better of him.
QUEST_20150317_001146	To be precise, what really turned his head toward the old woman, was what she held in her hands. {n]}Gold. The woman seemed to be obsessing over two gold pieces, doing something with them. {nl}Unable to hear her mumblings, Modestas drew closer to the strange woman.
QUEST_20150317_001147	{memo X}
QUEST_20150317_001148	{memo X}
QUEST_20150317_001149	{memo X}
QUEST_20150317_001150	{memo X}
QUEST_20150317_001151	{memo X}
QUEST_20150317_001152	{memo X}
QUEST_20150317_001153	{memo X}
QUEST_20150317_001154	{memo X}
QUEST_20150317_001155	{memo X}
QUEST_20150317_001156	{memo X}
QUEST_20150317_001157	{memo X}
QUEST_20150317_001158	In any case, as Modestas and the old woman parted ways, he knew he now had a dangerous power guaranteeing his victory at any time in the near future. {nl} He walked, looking for the next person to bet huge on. As he wondered how much to wager on his next move, he heard the sound of galloping behind him.
QUEST_20150317_001159	Modestas turned around. It was his good old friend, Sigfried, riding on horseback towards him. {nl} They knew each other, as both had been together through the highs and lows of gambling. They exchanged greetings and talked about where they were going. Sigfried dismounted to walk at a leisurely pace with his friend, idly chatting along their way. {nl}
QUEST_20150317_001160	However, before long, Modestas could no longer continue walking with Sigfried. {nl}He was fully aware of his deadline, and had no time for such trivial activities. {nl}
QUEST_20150317_001161	Even during their normal everyday conversations, Modestas and Sigfried unconsciously made big and small bets. Eventually, one would utter the word, 'Bet?' unconsciously. {nl} Neither of them were rich so these bets weren't ever that big. Knowing this would trigger the curse, Modestas really wanted to ask Sigfried to leave. {nl} In the end, Modestas uttered these words: {nl}
QUEST_20150317_001162	{memo X}
QUEST_20150317_001163	{memo X}
QUEST_20150317_001164	{memo X}
QUEST_20150317_001165	{memo X}
QUEST_20150317_001166	另一方面, Sigfried was understandably confident, knowing with certainty that he would win the gamble, thus, he was alright with betting his horse. {nl}With only a little money at hand, the bet became too good to refuse, and Modestas finally accepted. {nl} And, as expected, Modestas won. {nl}
QUEST_20150317_001167	{memo X}
QUEST_20150317_001168	For Modestas, who had always been elated upon winning bets and depressed upon losing them, to win and feel depressed was a first in his entire life. {nl}
QUEST_20150317_001169	Knowing he had just deceived his long-time gambling friend, Sigfried, and also missed an opportunity to earn a lot of money, Modestas felt conflicted, and walked slowly alongside the horse he had just won. {nl} While walking, Modestas remembered the earlier warnings of his unconditional bet results. He realized that now, with his upcoming defeat, he is doomed to not earn any more silver than he started with.
QUEST_20150317_001170	While walking along the road, Modestas encountered a group of soldiers. {nl} Upon looking closer, the soldiers seemed to be arguing about what to buy at a store. {nl} Modestas decided not to interfere and pass them, but the soldiers noticed him and called. {nl}
QUEST_20150317_001171	{memo X}
QUEST_20150317_001172	Modestas was surprised when he heard the word, 'bet', but was relieved to know he was only being asked to referee. After all, nothing could possibly happen if he was just refereeing. {nl} Modestas learned that the soldiers were fighting over which 女神 was the best. {nl}
QUEST_20150317_001173	{memo X}
QUEST_20150317_001174	The soldiers did not tell Modestas who voted for which 女神, for fear of his decision being affected by the expressions of each individual soldier. {nl} The soldiers did tell him however, how much they have each wagered. Just by seeing the gold nuggets, he could easily figure that there was a large amount of money in this bet. {nl}
QUEST_20150317_001175	{memo X}
QUEST_20150317_001176	{memo X}
QUEST_20150317_001177	{memo X}
QUEST_20150317_001178	In Modestas' mind, he concluded that the quarrelling soldiers didn't have him referee, but simply added him into the bet. In reality however, he had no real claim, so he wasn't in the bet just yet. {nl}
QUEST_20150317_001179	{memo X}
QUEST_20150317_001180	In addition, because the other soldiers had already bet deeply, Modestas had to bet the only gold bullion he had. {nl}
QUEST_20150317_001181	{memo X}
QUEST_20150317_001182	The officer inadvertently said the name of a 女神, and some of the soldiers began cheering. {nl} The officer, not knowing what's going on, simply ordered his soldiers to move on. In any case, Modestas certainly lost. {nl}
QUEST_20150317_001183	Having now lost the gold bullion given to him by the strange old woman, Modestas was now at a loss. {nl} To originally intend to referee, only to end up losing all the gold he had, and knowing exactly the reason why, Modestas felt heartbroken, dumbfounded, yet understanding. A unique feeling. {nl}
QUEST_20150317_001184	Although Modestas had just lost money by entering a bet started by others, it was the first time he's done so in his life. Modestas spent some time thinking of how to better his situation and {nl} suddenly got an idea, knowing he was certain to win his next bet. {nl}
QUEST_20150317_001185	If he could call back the soldiers from earlier and bet his horse, he could certainly earn his gold back and possibly more. {nl} Knowing this, Modestas got on his horse, and sped in the direction the soldiers left towards. {nl} {nl} With speed, Modestas soon spotted a stationary wagon. Modestas lowered his speed to check out the wagon parked on the side of the road. {nl}
QUEST_20150317_001186	Unfortunately, just as Modestas pulled up at the wagon, his horse suddenly reacted violently, forcing him off. Fortunately, because he had cut his speed and fell on muddy ground, he was not greatly hurt. {nl}
QUEST_20150317_001187	{memo X}
QUEST_20150317_001188	{memo X}
QUEST_20150317_001189	{memo X}
QUEST_20150317_001190	Modestas could see that the wagon was very durable, good-looking and has been well cared for. However, he had no immediate need for a wagon, so he hesitated. {nl} In addition, Modestas had no money now; no matter how low the wagon owner went, he did not have the money to buy. {nl}
QUEST_20150317_001191	The human heart sure can be an amusing thing. {nl} Modestas, deciding the wagon was worth buying but lacking the money to do so, decided he could use his impending victory to win the wagon for free. {nl} So he proposed a bet with the wagon 導師, risking his own horse. {nl} Naturally, Modestas won. {nl}
QUEST_20150317_001192	Modestas, having now just won a wagon and an injured horse, originally intended to keep just the wagon and his original horse. {nl} But seeing as the injured horse isn't as injured as he thought, he believed he had won big. {nl}
QUEST_20150317_001193	In his mind, now that he's had obtained two horses and a wagon, he believed he was no longer in a bad situation, deciding to this time be really careful not to lose big next. {nl} So, instead of following the soldiers, he decided to go to a place where there are less people. He reined his horse and travelled away from civilization. {nl} However, even in a remote setting, he was bound to meet some people. {nl}
QUEST_20150317_001194	Rare as it would be, Modestas, while moving about in a uninhabited mountain, encountered an elderly Alchemist. {nl} The old Alchemist sat on a chair on the right side of the road, a silver nugget in hand. {nl} As Modestas passed by for a closer look, the nugget turned out to not be of silver, but of lead. {nl}
QUEST_20150317_001195	'Could this Alchemist be one who could turn lead into gold?' thought Modestas, but soon thought he was just overestimating the Alchemist. {nl} But the Alchemist, glad to see someone pass by after a long time, called out to Modestas, and suddenly proposed a bet with him. Somehow, today the whole world wants to make bets with Modestas, and he was getting tired of it. {nl} Modestas liked gambling, but to find opponents this easily was becoming a joke to him. {nl}
