SKILL_20150317_000001	攻擊
SKILL_20150317_001083	{memo X}{#993399}{ol}[魔法]{/}{/}{nl} 火s 魔法飛彈s at the target
SKILL_20150317_001084	攻擊 #{SkillAtkAdd}#{nl}3 魔法飛彈s
SKILL_20150317_001085	快速詠唱
SKILL_20150317_001086	{memo X}Cast Time decreased.
SKILL_20150317_001087	Cast Time -#{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001088	火球術
SKILL_20150317_001089	{memo X}${#993399}{ol}[魔法] - [火]{/}{/}{nl} Summons a stationary 火球術. You can blow it up by hitting it with a sword 攻擊.
SKILL_20150317_001090	{memo X}攻擊 #{SkillAtkAdd}#{nl}攻擊 #{SkillSR}# times{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001091	火牆
SKILL_20150317_001092	{memo X}${#993399}{ol}[魔法] - [火]{/}{/}{nl} Creates a flame 障壁 inflicting 傷害 to nearby enemies.
SKILL_20150317_001093	{memo X}攻擊 #{SkillAtkAdd}#{nl}#{CaptionRatio}# 火牆 #{nl}攻擊 #{CaptionRatio2}# times{nl}Duration 15 seconds
SKILL_20150317_001094	火焰附魔
SKILL_20150317_001095	{memo X}$Grants 火屬性 to the target. Additional 傷害 applies to your basic 攻擊.
SKILL_20150317_001096	火屬性 攻擊: +#{CaptionRatio}#{nl}Additional 傷害: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150317_001097	爆燃
SKILL_20150317_001098	{memo X}${#993399}{ol}[魔法] - [火]{/}{/}{nl} Inflicts 傷害 by exploding the enemy affected by a status effect. This excludes both petrified and frozen status effects.
SKILL_20150317_001099	攻擊 #{SkillAtkAdd}#
SKILL_20150317_001100	火柱
SKILL_20150317_001101	{memo X}${#993399}{ol}[魔法] - [火]{/}{/}{nl}Summon a 火柱 to 傷害 a target.
SKILL_20150317_001102	{memo X}攻擊 #{SkillAtkAdd}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001103	地獄吐息
SKILL_20150317_001104	{memo X}${#993399}{ol}[魔法] - [火]{/}{/}{nl} Continuously burn enemies with a cone of 火.
SKILL_20150317_001105	{memo X}攻擊 #{SkillAtkAdd}#{nl}Consume #{CaptionRatio}#% SP per 0.5 seconds
SKILL_20150317_001106	冰箭術
SKILL_20150317_001107	{memo X}${#993399}{ol}[魔法] - [冰] - [刺擊]{/}{/}{nl} Inflicts 傷害 to a target by launching a bolt of 冰 and has a 機率 to freeze the the target.
SKILL_20150317_001108	{memo X}攻擊 #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 3 seconds
SKILL_20150317_001109	冰槍
SKILL_20150317_001110	{memo X}${#993399}{ol}[魔法] - [冰] - [刺擊] {/} {/}} {nl} Inflicts 傷害 to a target by launching a wave of 冰 and has a 機率 to freeze the target.
SKILL_20150317_001111	{memo X}攻擊 #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 4 seconds
SKILL_20150317_001112	{memo X}$Create a 障壁 of 冰 with a 機率 to freeze enemies.
SKILL_20150317_001113	{memo X}冰牆 #{CaptionRatio}# {nl}{#339999}{ol}[冰]{/}{/}{nl} Duration 3 seconds {nl} 冰牆 Duration 10 seconds
SKILL_20150317_001114	爆裂冰塊
SKILL_20150317_001115	{memo X}${#993399}{ol}[魔法] - [冰]{/}{/}{nl} Inflicts 傷害 by shattering a frozen target.
SKILL_20150317_001116	{#339999}{ol}[冰]{/}{/} 攻擊s to Targets #{SkillAtkAdd}#
SKILL_20150317_001117	{memo X}$Create a wall of 冰 to temporarily defend yourself against 攻擊s from enemies.
SKILL_20150317_001118	{memo X}Enemies attacked {#339999}{ol}[冰]{/}{/}Rate 50% {nl} {#339999}{ol}[冰]{/}{/}Duration 3 seconds
SKILL_20150317_001119	陣風
SKILL_20150317_001120	{memo X}$Creates a 陣風 of wind that pushes the target away. Inflicts 傷害 on targets that are frozen or nearby an 冰牆.
SKILL_20150317_001121	冰霜支柱
SKILL_20150317_001122	Summons a tree of 冰 on the ground to pull nearby targets in and freeze them by 機率.
SKILL_20150317_001123	{#339999}{ol}[冰]{/}{/}機率 #{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001124	心靈壓迫
SKILL_20150317_001125	{memo X}{#993399}{ol}[魔法]{/}{/}{nl}Inflicts continuous 傷害 to targets in front of you.
SKILL_20150317_001126	{memo X}攻擊 #{SkillAtkAdd}#{nl}Splash #{CaptionRatio}#{nl}Consume #{CaptionRatio2}#% of SP per second.
SKILL_20150317_001127	念力
SKILL_20150317_001128	{memo X}${#993399}{ol}[魔法]{/}{/}{nl}奪取s targets in front of you using psychokinesis.{nl}Inflicts 傷害 by throwing the 奪取d target to a direction using your arrow keys. 
SKILL_20150317_001129	{memo X}攻擊 #{SkillAtkAdd}#{nl}攻擊 count #{CaptionRatio}# times {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001130	交替
SKILL_20150317_001131	{memo X}$交替s your position with that of the enemy.
SKILL_20150317_001132	Targets #{CaptionRatio}#{nl}Limited Range 20{nl}
SKILL_20150317_001133	瞬間移動
SKILL_20150317_001134	{memo X}$Teleports you to a random location.
SKILL_20150317_001135	Maximum Teleport Distance #{CaptionRatio}#
SKILL_20150317_001136	磁力
SKILL_20150317_001137	{memo X}${#993399}{ol}[魔法]{/}{/}{nl}Inflicts 傷害 by drawing in the target at a specified location. 
SKILL_20150317_001138	浮空
SKILL_20150317_001139	{memo X}Lift targets into the air.
SKILL_20150317_001140	Targets: #{CaptionRatio}#{nl}Duration: #{CaptionRatio2}# seconds
SKILL_20150317_001141	引力極點
SKILL_20150317_001142	{memo X}Create a gravitational field that pulls all nearby enemies.
SKILL_20150317_001143	{memo X}Target #{CaptionRatio}#{nl}Max. duration 5 seconds
SKILL_20150317_001144	斷開鎖鍊
SKILL_20150317_001145	Disconnect all links.
SKILL_20150317_001146	Disconnect all links at once.{nl}Maximum 等級: 1
SKILL_20150317_001147	物理連結
SKILL_20150317_001148	Link party members to divide 傷害 taken.
SKILL_20150317_001149	{memo X}More links results to less 傷害{nl} Max. Link #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds{nl}Consume 16% of Stamina
SKILL_20150317_001150	聯合懲罰
SKILL_20150317_001151	{memo X}Link enemies together. 傷害 inflicted on one linked enemy is inflicted upon all linked ones.
SKILL_20150317_001152	Maximum Links #{SkillFactor}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001153	絞首之結
SKILL_20150317_001154	{memo X}Groups together all linked enemies.
SKILL_20150317_001155	{memo X}Gather time of 0.3 seconds
SKILL_20150317_001156	精神鎖鏈
SKILL_20150317_001157	{memo X}Link party members and share buff effects.
SKILL_20150317_001158	{memo X}$Umbilical Cord
SKILL_20150317_001159	{memo X}Share 防禦 and HP with the linked target.
SKILL_20150317_001160	{memo X}物理 防禦 passed #{CaptionRatio}#{nl} HP recovery passed #{CaptionRatio2}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001161	左臂強化
SKILL_20150317_001162	{memo X}$增加 your 攻擊 by enlarging your left hand.
SKILL_20150317_001163	物理 攻擊 +#{CaptionRatio}#{nl}魔法 攻擊 +#{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001164	縮小
SKILL_20150317_001165	Shrinks the size of a target's body.
SKILL_20150317_001166	Large → Medium → Small {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001167	膨脹
SKILL_20150317_001168	{memo X}$Enlarges the size of a target's body. 
SKILL_20150317_001169	{memo X}$Small → Medium → Large {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001170	置換
SKILL_20150317_001171	{memo X}$Temporarily replaces your INT and CON.
SKILL_20150317_001172	翻轉
SKILL_20150317_001173	{memo X}$轉換s the enemy's 魔法 square to a friendly 魔法 square. 
SKILL_20150317_001174	轉換s the enemy's 魔法 circle to friendly at a specified location.{nl}Maximum 等級: 1
SKILL_20150317_001175	右臂強化
SKILL_20150317_001176	{memo X}$增加 your 攻擊 by enlarging your right hand.
SKILL_20150317_001177	{memo X}$大腦強化
SKILL_20150317_001178	{memo X}$Enlarges your head. 
SKILL_20150317_001179	電刑
SKILL_20150317_001180	{memo X}{#993399}{ol}[魔法] - [雷ity]{/}{/}{nl}Shoot 雷 that chains between nearby enemies.
SKILL_20150317_001181	{memo X}攻擊 #{SkillAtkAdd}#{nl}Target #{CaptionRatio}#
SKILL_20150317_001182	石化詛咒
SKILL_20150317_001183	{memo X}Petrify target.
SKILL_20150317_001184	{memo X}Duration #{CaptionTime}# seconds{nl}Splash #{CaptionRatio}#
SKILL_20150317_001185	冰雹術
SKILL_20150317_001186	{memo X}{#993399}{ol}[魔法] - [冰]{/}{/}{n}Shards of 冰 fall upon the target area and 傷害 enemies.
SKILL_20150317_001187	紅炎
SKILL_20150317_001188	{memo X}{#993399}{ol}[魔法] - [火]{/}{/}{nl}Swathes of 火 appear around you. 火 randomly moves and 傷害 enemies.
SKILL_20150317_001189	{memo X}攻擊 #{SkillAtkAdd}#{nl}Duration 15 seconds
SKILL_20150317_001190	隕石術
SKILL_20150317_001191	{memo X}{#993399}{ol}[魔法] - [火]{/}{/}{nl}Drop a 隕石術 on the target area to 傷害 enemies.
SKILL_20150317_001192	{memo X}攻擊 #{SkillAtkAdd}#{nl}Cast Time #{CaptionTime}# seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001193	召喚惡魔
SKILL_20150317_001194	{memo X}Summon spirits that follow you.
SKILL_20150317_001195	指定攻擊
SKILL_20150317_001196	{memo X}Summoned being moves to target area and 攻擊s enemies nearby.
SKILL_20150317_001197	騎乘
SKILL_20150317_001198	{memo X}Ride on top of summoned spirit.
SKILL_20150317_001199	變異
SKILL_20150317_001200	鼓舞
SKILL_20150317_001201	{memo X}Give buff that 增加 movement speed to 1 ally.
SKILL_20150317_001202	輪迴
SKILL_20150317_001203	{memo X}Respawns the monster immediately after it is killed.
SKILL_20150317_001204	{memo X}{#6644FF}{ol}[火]{/}{/}Attribute {nl} 攻擊 #{SkillFactor}#% + #{SkillAtkAdd} per 0.5 seconds# 傷害 {nl} Duration 10 seconds {nl}Consume #{{nl} SpendSP}# SP
SKILL_20150317_001205	時間暫停
SKILL_20150317_001206	{memo X}Monsters 待命 their current state. All monsters in the area will 時間暫停 their actions.
SKILL_20150317_001207	緩速
SKILL_20150317_001208	{memo X}Movement Speed -#{CaptionRatio}#%{nl}緩速 Duration: 5 seconds {nl}Consumes #{SpendSP}# SP
SKILL_20150317_001209	加速術
SKILL_20150317_001210	時間倒轉
SKILL_20150317_001211	{memo X}Reverses time in target area to a previous state.
SKILL_20150317_001212	收集屍體
SKILL_20150317_001213	{memo X}Gather body parts from enemies killed in target area.
SKILL_20150317_001214	製造修格斯
SKILL_20150317_001215	{memo X}Use corpses to summon a Shoggoth from the necronomicon.
SKILL_20150317_001216	{memo X}屍塊炮擊
SKILL_20150317_001217	{memo X}Throw dead parts at target area.
SKILL_20150317_001218	{memo X}屍環
SKILL_20150317_001219	{memo X}Surround yourself with wall of corpses that inflict 傷害 on monsters within radius.
SKILL_20150317_001220	Dirty Wall
SKILL_20150317_001221	掘墓
SKILL_20150317_001222	氧化
SKILL_20150317_001223	{memo X}魔法 Pavise
SKILL_20150317_001224	挖掘
SKILL_20150317_001225	{memo X}Roasting
SKILL_20150317_001226	熔合
SKILL_20150317_001227	藥劑製作
SKILL_20150317_001228	究極煉成
SKILL_20150317_001229	{memo X}Create 魔法 障壁 on target area that blocks enemy 攻擊s.
SKILL_20150317_001230	{memo X}Lv.1 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}# Lv.2 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}# Lv.3 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}#
SKILL_20150317_001231	{memo X}Create an area of fog in front. Accuracy of enemies located in the fog decrease.
SKILL_20150317_001232	{memo X}Duration #{CaptionTime}# seconds, Accuracy -#{CaptionRatio}#%{nl}Consume #{SpendSP}# SP
SKILL_20150317_001233	{memo X}Shock the enemies under [Freeze] nearby and inflict 傷害.
SKILL_20150317_001234	{memo X}Lv.1 攻擊 rate #{SkillFactor}#, Splash #{SkillSR}# Lv.2 攻擊 rate #{SkillFactor}#, Splash #{SkillSR}# Lv.3 攻擊 rate #{SkillFactor}#, Splash #{SkillSR}# Lv.4 攻擊 rate #{SkillFactor}#, Splash #{SkillSR}# Lv.5 攻擊 rate #{SkillFactor}#, Splash #{SkillSR}#
SKILL_20150317_001235	{memo X}Apply [Curse] to the target and reduce its 防禦
SKILL_20150317_001236	{memo X}Lv.1 防禦, 魔法 resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.2 防禦, 魔法 resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv. 3 防禦, 魔法 resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.4 防禦, 魔法 resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.5 防禦 , 魔法 resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second
SKILL_20150317_001237	{memo X}Inflict 傷害 on target under [Curse]. Every 3rd 攻擊 inflicts greater 傷害.
SKILL_20150317_001238	{memo X}Lv.1 攻擊 rate #{SkillFactor}#, 攻擊 rate every 3rd 攻擊 #{CaptionRatio}#{nl}Range #{Arg1}# Lv.2 攻擊 rate #{SkillFactor}#, 攻擊 rate every 3rd 攻擊 #{CaptionRatio}#{nl}Range #{Arg1}# Lv.3 攻擊 rate #{SkillFactor}#, 攻擊 rate every 3rd 攻擊 #{CaptionRatio}#{nl}Range #{Arg1}# Lv.4攻擊 rate #{SkillFactor}#, 攻擊 rate every 3rd 攻擊 #{CaptionRatio}#{nl}Range #{Arg1}# Lv.5 攻擊 rate #{SkillFactor}#, 攻擊 rate every 3rd 攻擊 #{CaptionRatio}#{nl}Range #{Arg1}#
SKILL_20150317_001239	{memo X}Inflict 傷害 to nearby enemies by 召喚惡魔 an aura of [Addiction].
SKILL_20150317_001240	{memo X}Lv.1 攻擊 rate #{SkillFactor}# of 傷害 every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.2 攻擊 rate every #{SkillFactor}# of 傷害 every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.3 攻擊 rate every #{SkillFactor}# of 傷害 every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.4 攻擊 rate every #{SkillFactor}# of 傷害 every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.5 攻擊 rate every #{SkillFactor}# of 傷害 every 0.5 seconds {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001241	{memo X}Draw the Noir of War on the ground. 增加 strength and intelligence of active allies.
SKILL_20150317_001242	{memo X}Lv.1 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv.2 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv.3 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv.4 STR, INT+ #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv. 5 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes
SKILL_20150317_001243	{memo X}Draw the Noir of Death on ground. 增加 CON and AGI of active allies.
SKILL_20150317_001244	{memo X}Lv.1 CON, AGI +#{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl}Skill duration #{CaptionTime}# seconds,Buff duration 2 minutes Lv.2 CON, AGI + #{CaptionRatio2}#, Max #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv.3 CON, AGI +#{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv.4 CON, AGI +#{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes Lv. 5 CON, AGI + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# seconds, Buff duration 2 minutes
SKILL_20150317_001245	{memo X}Currently in development
SKILL_20150317_001246	{memo X}Summon 魔法 circle that 治療s allies.
SKILL_20150317_001247	{memo X}Marble
SKILL_20150317_001248	{memo X}Black Hole
SKILL_20150317_001249	{memo X}轉換 HP and SP and create 防禦 shield.
SKILL_20150317_001250	{memo X}轉換 HP and SP, Create 防禦 shield of #{CaptionTime}% of MHP for # seconds
SKILL_20150317_001251	{memo X}Temporarily increase the 攻擊 and  SP consumption of all skills.
SKILL_20150317_001252	{memo X}攻擊 + #{CaptionRatio}#%{nl}SP consumed +50% {nl}Duration 30 seconds{nl}Consume #{SpendSP}# SP
SKILL_20150317_001253	{memo X}All the enemies of the target region are gathered together and 傷害d.
SKILL_20150317_001254	{memo X}Duration #{CaptionTime}# seconds, Defend 6 times, Max. target #{CaptionRatio}#
SKILL_20150317_001255	{memo X}Surround target with powerful energy. Inflict 傷害 to those nearby target.
SKILL_20150317_001256	{memo X}攻擊 rate #{SkillFactor}#, Splash #{SkillSR}#
SKILL_20150317_001257	{memo X}Drop 隕石術 around and inflict [火] 傷害 on enemies.
SKILL_20150317_001258	{memo X}[火] [打擊] 傷害 + #{SkillFactor}#{nl} 隕石術 count #{CaptionRatio}#{nl} Dog Splash #{SkillSR}#{nl} consumption SP #{SpendSP}#
SKILL_20150317_001259	{memo X}Freeze enemy.
SKILL_20150317_001260	Countdown
SKILL_20150317_001261	{memo X}Turn back time of allies. HP, SP, STA, Skill cool
SKILL_20150317_001262	{memo X}Summon spirit that 攻擊s while moving.
SKILL_20150317_001263	{memo X}Use your own demon to inflict 傷害 to nearby enemies.
SKILL_20150317_001264	{memo X}Spirit receives all the 傷害 of summoner.
SKILL_20150317_001265	{memo X}Create clone of yourself and move away from area after using skill.
SKILL_20150317_001266	{memo X}Buff for adding 攻擊 speed
SKILL_20150317_001267	{memo X}Make ground skill of enemies be usable by allies.
SKILL_20150317_001268	{memo X}test
SKILL_20150317_001269	多重射擊
SKILL_20150317_001270	{#DD5500}{ol}[物理] - [Missile]{/}{/}{nl}Charge up and then quickly launch multiple shots at a targeted location.
SKILL_20150317_001271	攻擊: #{SkillAtkAdd}#{nl}Number of Shots: #{CaptionRatio}#
SKILL_20150317_001272	滿弦
SKILL_20150317_001273	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}火 a shot that can skewer enemies together.
SKILL_20150317_001274	{memo X}攻擊 #{SkillAtkAdd}#{nl}{#339999}{ol}[Skew]{/}{/} Duration #{CaptionTime}# seconds
SKILL_20150317_001275	跪射
SKILL_20150317_001276	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/} {nl}Kneel to increase 攻擊 speed, 傷害, and range.
SKILL_20150317_001277	{memo X}物理 傷害 + #{CaptionRatio}#{nl} Range + #{CaptionRatio2}#
SKILL_20150317_001278	迅步
SKILL_20150317_001279	{memo X}Increase movement speed while 攻擊ing.
SKILL_20150317_001280	Moving Shot Movement Speed: +#{SkillFactor}#%{nl}防禦: -#{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150317_001281	斜射
SKILL_20150317_001282	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}火 an arrow that bounces off of the target to hit an adjacent enemy.
SKILL_20150317_001283	{memo X}攻擊 #{SkillAtkAdd}#{nl}Bounced arrow 傷害 #{CaptionRatio}#%
SKILL_20150317_001284	散射
SKILL_20150317_001285	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot 5 arrows forward in an arc towards the ground.
SKILL_20150317_001286	貫通箭
SKILL_20150317_001287	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Pull bowstring strongly to shoot arrow that penetrates through enemies in front.
SKILL_20150317_001288	暴擊射擊
SKILL_20150317_001289	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot arrow to target with high 機率 of critical.
SKILL_20150317_001290	攻擊 #{SkillAtkAdd}#{nl}Additional Critical 機率 50%
SKILL_20150317_001291	穩定瞄準
SKILL_20150317_001292	{memo X}Attak power increase but 攻擊 speed decrease.
SKILL_20150317_001293	Additional 傷害: +#{CaptionRatio}#{nl}攻擊 Speed: -#{CaptionRatio2}#% {nl}Duration: 40 seconds
SKILL_20150317_001294	炸彈箭
SKILL_20150317_001295	{memo X}{#DD5500}{ol}[物理] [打擊]{/}{/}{nl}Hang a bomb on an arrow and shoot it at an enemy.
SKILL_20150317_001296	{memo X}攻擊 #{SkillAtkAdd}#{nl}Bomb duration 5 seconds
SKILL_20150317_001297	彈跳射擊
SKILL_20150317_001298	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot an arrow that bounces off the target to hit nearby enemies.
SKILL_20150317_001299	Arrow Sprinkle
SKILL_20150317_001300	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Jump backwards while shooting multiple arrows forward.
SKILL_20150317_001301	{memo X}攻擊 #{SkillAtkAdd}#{nl}攻擊 5 times
SKILL_20150317_001302	螺旋箭
