
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20150317_001607	It is a personal matter， but there is an angry owl at Cross Hill near here.{nl}But， after it fell into a deep sleep due to an incident， it is obsessed with evil power.{nl}Please wake up that angry owl and persuade it to gain it's conciousness again.{nl}
QUEST_LV_0100_20150317_001608	If it doesn't listen to you..{nl}Then just destroy it and let it go to the 女神.
QUEST_LV_0100_20150317_001609	I will do anything to bring it back to it's normal status.
QUEST_LV_0100_20150317_001610	This is the symbol of the Guide Owl which guided his spirit.{nl}When it sleeps for a long time， it gets influenced by monsters.{nl}Lot's of it's colleagues changed like that.{nl}
QUEST_LV_0100_20150317_001611	I am sorry. Let me be alone for a while.
QUEST_LV_0100_20150317_001612	So you brought the power of spirits.{nl}I will inject the power of spirits into your stick.{nl}The stick with lots of spirits' power like this will be able to destroy Sequoia.
QUEST_LV_0100_20150317_001613	You must succeed.{nl}If you think about those owls that were eaten by Sequoia or burnt into deaths， you must succeed this time.
QUEST_LV_0100_20150317_001614	What?{nl}Sequoia ran away alive?{nl}
QUEST_LV_0100_20150317_001615	That's a big problem!{nl}Desperate Owl is there..
QUEST_LV_0100_20150317_001616	It is my mistake. I thought it too easy. {nl}I didn't know this would happen. {nl}If Desperate Owl gets destroyed， then I..{nl}
QUEST_LV_0100_20150317_001617	Please..{nl}Please help Desperate Owl. {nl}
QUEST_LV_0100_20150317_001618	Desperate Owl Sculpture
QUEST_LV_0100_20150317_001619	It was very scary.{nl}Thanks for saving me.{nl}But， it seems that Sequoia is going crazier than usual so I feel relief..{nl}
QUEST_LV_0100_20150317_001620	Anyways， it seems that Sequoia when to Desperate Owl.{nl}I hope nothing happens..
QUEST_LV_0100_20150317_001621	I saw Sequoia was very angry and going crazy.{nl}I never saw Sequoia doing that before. We are going to be destroyed by it!{nl}So please help us!{nl}
QUEST_LV_0100_20150317_001622	Try everything we can.{nl}I need the blackened boughs.{nl}I will string them together and make a stronger stick.
QUEST_LV_0100_20150317_001623	Sequoia destroyed one of my friends， burnt this forest， and..{nl}
QUEST_LV_0100_20150317_001624	We basically have kind minds..{nl}I will curse Sequoia even at the moment that I fall into deep sleep.
QUEST_LV_0100_20150317_001625	This will be enough.{nl}It will be better if I could string my anger into it as well.
QUEST_LV_0100_20150317_001626	I made a stick with the curse from the blackend wood branches that you brought.{nl}Sequoia must be still near here.{nl}Please stab Sequoia using this.
QUEST_LV_0100_20150317_001627	Sequoia will swallow us and absorb more spirits' energy.{nl}At one time， he was our friend..{nl}But we forgot those days.
QUEST_LV_0100_20150317_001628	It's good to see the forest in burning in flames.{nl}It's okay. It's not surprising anymore.{nl}The day when the Sequoia was possessed with vicious energy was worse than this.
QUEST_LV_0100_20150317_001629	I hope the owls don't feel dissappointed due to their failure.{nl}Sequioia wasn't defeated， but that doesn't mean the stick had failed.{nl}Especially the last two blows must have been fatal to it.
QUEST_LV_0100_20150317_001630	However， if we let Sequoia act like that， it will burn the whole forest in flames.{nl}It will recover itself by swallowing us.{nl}Please destroy Sequoia now.
QUEST_LV_0100_20150317_001631	The scream from Sequoia is echoing even in my body.{nl}It wouldn't be difficult to defeat him now.{nl}You don't have time to waste anymore anyways.
QUEST_LV_0100_20150317_001632	You defeated Sequoia.{nl}It was once our protector， but it's death was cruel.{nl}The way we think about Sequoia.. You would never understand.
QUEST_LV_0100_20150317_001633	There are some purifying devices that doesn't activate right away. {nl}I've put in a guide for it so you just have to follow that.
QUEST_LV_0100_20150317_001634	在克萊佩達下方有購物廣場。 {nl} 停下來看看你是否需要什麼東西。
QUEST_LV_0100_20150317_001635	I just want him to run away far. {nl}Nah， in fact， I don't know. He was a really good friend of me..
QUEST_LV_0100_20150317_001636	Okay.{nl}Please find the Grave Protector Owl from the grave of the unknown warrior.{nl}If he could lend us his power， it will be a good chance to defeat Sequioa.
QUEST_LV_0100_20150317_001637	Believer Adele
QUEST_LV_0100_20150317_001638	Thorny vines are also plants so they must be weak to strong mountain.{nl}What do you think? Isn't it a good idea?
QUEST_LV_0100_20150317_001639	Filibo?{nl}I wouldn't worry if it only steals food.{nl}
QUEST_LV_0100_20150317_001640	It bites on any wooden materials on military equipments and it also breaks medicine jars.{nl}It makes holes to tents.{nl}And it is not afraid of anything. It attacks people.
QUEST_LV_0100_20150317_001641	Ha! Now I am relieved!{nl}The materials and the tents have come and the equipments and supplies would come soon..{nl}Then we should just wait for carts.. carts? carts?!!{nl}
QUEST_LV_0100_20150317_001642	Ah， I forgot about carts!{nl}I am sorry， but can you request carts to Pakelas?{nl}I can go myself， but I think I am gonna get scolded again.. Haha..
QUEST_LV_0100_20150317_001643	Adjutant General Pakelas
QUEST_LV_0100_20150317_001644	Ah， You must the tat famous.. Oh..It's so good to see you.{nl}Why have you come here?{nl}
QUEST_LV_0100_20150317_001645	Ah， carts..damn. Malt forgot them again..{nl}We have extra carts， but they need to be fixed so I should first check them.
QUEST_LV_0100_20150317_001646	Please check their status.{nl}Those soldiers should check them， so I am sorry..{nl}I will scold Bran.
QUEST_LV_0100_20150317_001647	What?{nl}These are the only carts that can function normally?
QUEST_LV_0100_20150317_001648	Damn. The materials and the equipments should come..{nl}Since I just can't wait， I should get some stems of Harming in the meantime.{nl}I feel dizzy already..
QUEST_LV_0100_20150317_001649	How should I scold Malt?
QUEST_LV_0100_20150317_001650	That's enough!{nl}I feel sorry to you.
QUEST_LV_0100_20150317_001651	Then， Can you help me?{nl}Please get some toe nails from Velwritgglers at Rajuma Crooked Road.
QUEST_LV_0100_20150317_001652	Our revelator is so kind.{nl}Isn't he?
QUEST_LV_0100_20150317_001653	Damn， it just grazed， but it hurts so bad.{nl}Well done.
QUEST_LV_0100_20150317_001654	It will be completed if I have 松露 poison mushrooms at Ajidu intersection.{nl}I am counting on you.
QUEST_LV_0100_20150317_001655	Does 松露 have mushrooms?{nl}Look at the horn closely. That is in fact a mushroom.
QUEST_LV_0100_20150317_001656	Isn't it strange that the mushroom grows from the head?
QUEST_LV_0100_20150317_001657	Now， it is completed.{nl}Please mix all ingredients that you gathered from Altar of Harmony at Ajidu intersection.
QUEST_LV_0100_20150317_001658	That was the place to purify divine water or divine objects that will be dedicated to 薩勒 女神 before.{nl}Forget about the past. It is better to use that place for the best purpose now.
QUEST_LV_0100_20150317_001659	What's your impression of seeing the altar?{nl}I felt somwhat nostalgic by seeing it.
QUEST_LV_0100_20150317_001660	Anyways， the acidic liquid will be completed after mixing them!
QUEST_LV_0100_20150317_001661	With this acidic liquid， please melt the thorny vines.{nl}They are located on the upper side of Ajidu intersection.
QUEST_LV_0100_20150317_001662	I hope Vine Forest returns to it's look in the past.{nl}No birds come here anymore.
QUEST_LV_0100_20150317_001663	Vine Forest used be a beautiful forest once in the past.{nl}We， believers used to hold ritual ceremonies here.{nl}
QUEST_LV_0100_20150317_001664	After 博拉波， the demons' lord， came to this forest， it turned out like this.{nl}I can't remember when's the last time that I heard the sounds of birds. I miss the old， beautiful forest.
QUEST_LV_0100_20150317_001665	I miss the old forest sometimes.{nl}I also miss when I used to listen to the words of 薩勒s 女神.
QUEST_LV_0100_20150317_001666	Believer Birgis
QUEST_LV_0100_20150317_001667	There's nothing that we can't do with our religious faith.{nl}If there is anything that we can't do， then that's because our religious faith is not big enough.
QUEST_LV_0100_20150317_001668	Believer Noyus
QUEST_LV_0100_20150317_001669	계시자님， 부디 조심하세요.{nl}아까의 불길한 목소리와 비슷한 기운이 가시숲 전체를 울리고 있는 것 같아요.{nl}특히 낙우림쪽에서요.. 전 이런 쪽으로 귀가 밝거든요..
QUEST_LV_0100_20150317_001670	Supplies Officer
QUEST_LV_0100_20150317_001671	I am the supplies officer here.{nl}I received the list of supplies that is needed， but look at the number of supplies here.{nl}I can't manage them myself.{nl}
QUEST_LV_0100_20150317_001672	I will get scolded by Selina if I am late..{nl}Can you help me?{nl}I need the grass called Jilgyung.
QUEST_LV_0100_20150317_001673	The people in charge must have forgot about the support.{nl}If not， do they think that we can live by eating nothing?
QUEST_LV_0100_20150317_001674	Wow， so fast.{nl}But that's not an end.{nl}If it would be done with Jilgyung， than I could have finished it myself.
QUEST_LV_0100_20150317_001675	Meat is perfect to cheer us up. Meat.{nl}The cows that grew by eating apples will be good， but there aren't any cows here.{nl}Let's try to hunt for Tinis that have similar taste.
QUEST_LV_0100_20150317_001676	The number of supplies is not the only reason that I am not acting quickly.{nl}Bubbes stole supplies before.{nl}Nowadays， zigris are doing that..
QUEST_LV_0100_20150317_001677	This is enough. Well done.{nl}I feel happy to see meat.
QUEST_LV_0100_20150317_001678	So.. We have eveything we needed..I will check the list again and report to Selina.{nl}Wait..{nl}
QUEST_LV_0100_20150317_001679	Ah.. They are worse than those Bubbes. Damn!! The potion jars went all missing..{nl}Those zigris sometimes steal the objects that seem unique to them.{nl}
QUEST_LV_0100_20150317_001680	They are more than thieves.{nl}If anything looks good， they take it away.
QUEST_LV_0100_20150317_001681	We don't have to worry about Zigris for a while.{nl}They will be scared to think about you.{nl}
QUEST_LV_0100_20150317_001682	Now we have everthing we needed.{nl}I was able to prepare them by the deadline.{nl}Now， I am relieved.
QUEST_LV_0100_20150317_001683	Fortunately， everything look alright.{nl}Those Zigrises.. I want to show them how scary I am.
QUEST_LV_0100_20150317_001684	There is a flag at the Zigris camp which Bubbes installed long ago.{nl}Now zigris are at the place.{nl}I don't care about that， more important thing is..{nl}
QUEST_LV_0100_20150317_001685	They just stole all the supplies that I gathered hard! I can't forgive them.{nl}They must know the pain. Please burn down the flag.{nl}I will check the supplies again!
QUEST_LV_0100_20150317_001686	Hahaha! Damn you Zigris!{nl}Understand now how scary I am!
QUEST_LV_0100_20150317_001687	Damn， I am confused.{nl}I have so many things to do， but the number of monsters is not decreasing..{nl}Don't you think so? I should do the job， but those monsters..
QUEST_LV_0100_20150317_001688	預言or Owl Sculptor
QUEST_LV_0100_20150317_001689	So you finally came here.
QUEST_LV_0100_20150317_001690	Before we get into a real action， we should try destroying the monsters nearby.{nl}We can't just get into real action right now.
QUEST_LV_0100_20150317_001691	You are indeed growing.
QUEST_LV_0100_20150317_001692	You are indeed the person I was waiting for.
QUEST_LV_0100_20150317_001693	Okay. then let's get into the real actions.{nl}You should awake the owls that will give you tests.{nl}Awake the three sculptures and try those three tests.
QUEST_LV_0100_20150317_001694	I am sure you can do it.
QUEST_LV_0100_20150317_001695	Examiner Owl Sculpture
QUEST_LV_0100_20150317_001696	I will wait at the test site.{nl}Please awake the other owls.
QUEST_LV_0100_20150317_001697	Thanks.{nl}You woke me up.{nl}Are you read for the test?
QUEST_LV_0100_20150317_001698	I will wait at the test site.{nl}Good luck..
QUEST_LV_0100_20150317_001699	You woke me up..{nl}You are ready to take the test， right?
QUEST_LV_0100_20150317_001700	Okay， then let's start the test.{nl}Please come to the place.
QUEST_LV_0100_20150317_001701	You passed the first test.
QUEST_LV_0100_20150317_001702	Please prepare for the second test.{nl}Please talk to me when you are ready.
QUEST_LV_0100_20150317_001703	You passed the second test.
QUEST_LV_0100_20150317_001704	It's gonna be the last test.{nl}Are you ready?
QUEST_LV_0100_20150317_001705	You passed the last test.{nl}Congratulations.{nl}Please meet the 預言or Owl.
