ITEM_20150317_000001	空_頭盔 
ITEM_20150317_003601	A finished part of the lost Ruklys monument 
ITEM_20150317_003602	There are illegible words written on it. 
ITEM_20150317_003603	The second revelation found from 泰耐特 Cathedral 
ITEM_20150317_003604	Tombstone Fragment Package 
ITEM_20150317_003605	A package that the treasure hunter Edang asked you to deliver to the epigraphist Raymond 
ITEM_20150317_003606	Ruklys Memorial Piece 
ITEM_20150317_003607	A fragment prepared so epigraphist Smith can easily restore it. 
ITEM_20150317_003608	First Rubbing 
ITEM_20150317_003609	A rubbing of the First Lydia Schaffen Monument 
ITEM_20150317_003610	Second Rubbing 
ITEM_20150317_003611	A rubbing of the Second Lydia Schaffen Monument 
ITEM_20150317_003612	Third Rubbing 
ITEM_20150317_003613	A rubbing of the Third Lydia Schaffen Monument 
ITEM_20150317_003614	Fourth Rubbing 
ITEM_20150317_003615	A rubbing of the Fourth Lydia Schaffen Monument 
ITEM_20150317_003616	Fifth Rubbing 
ITEM_20150317_003617	A rubbing of the Fifth Lydia Schaffen Monument 
ITEM_20150317_003618	Arrow Bundle 
ITEM_20150317_003619	An Arrow Bundle that 獵人 Talas requested to be fire hardened in order to be used against Infrobucks. 
ITEM_20150317_003620	Experimental Ingredients 
ITEM_20150317_003621	Experimental materials requested by necromancer Drashus. Take it to Drashus. 
ITEM_20150317_003622	Waterweed 
ITEM_20150317_003623	Waterweed that grows in the Clearawl Brook. Drashus uses it when summoning powerful spirits.  
ITEM_20150317_003624	Lizardman Mind Control Stone 
ITEM_20150317_003625	If you defeat a Lizardman after using this stone, it will follow you. 
ITEM_20150317_003626	Infrobuck Mind Control Stone 
ITEM_20150317_003627	If you defeat a Infrobuck after using this stone, it will follow you. 
ITEM_20150317_003628	Rubbing Tool 
ITEM_20150317_003629	A tool given to you by 獵人 Talas to make rubbings of the Lydia Schaffen Monmuments. 
ITEM_20150317_003630	Fire Hardened Arrowhead 
ITEM_20150317_003631	An arrowhead hardened by fire to be used against Infrobucks. 
ITEM_20150317_003632	Long Arm Tree Charcoal 
ITEM_20150317_003633	Charcoal obtained from defeating the Long Arm Tree. Touching it leaves a black stain. 
ITEM_20150317_003634	Soi Bomb 
ITEM_20150317_003635	A bomb that can light the Long Arm Tree on fire. 
ITEM_20150317_003636	Revelation that 博拉波 had. It's unreadable - let's take it to 女神 薩勒. 
ITEM_20150317_003637	Guardian Awakening Device 
ITEM_20150317_003638	It is said to be able to wake the sleeping Boowook. 
ITEM_20150317_003639	Zolem Magic Stone 
ITEM_20150317_003640	A Zolem's Magic Stone needed to lure a 獨角獸
ITEM_20150317_003641	獨角獸的角
ITEM_20150317_003642	A trophy taken from a defeated Unicorn. Let's take it to 佩帝米安 Army Officer. 
ITEM_20150317_003643	Empty Beehive 
ITEM_20150317_003644	A beehive that has had all its honey sucked out of it, leaving the beeswax. 
ITEM_20150317_003645	Cork Stopper 
ITEM_20150317_003646	A cork stopper that was sealing the oil barrel. 
ITEM_20150317_003647	Brewing Tools 
ITEM_20150317_003648	Tools used for brewing 
ITEM_20150317_003649	Royal Jelly 
ITEM_20150317_003650	Highly nutritious Royal Jelly! 
ITEM_20150317_003651	Monster's 爪 (Temporary) 
ITEM_20150317_003652	석화된 도시 통곡의 광장에서만 출몰하는 몬스터의 발톱
ITEM_20150317_003653	Petrification Stolen Goods 
ITEM_20150317_003654	석화된 도시 통곡의 광장에서 활동 중인 디코 도굴단이 훔친 장물입니다. 훔쳐온 물건들을 석화된 도시의 물건처럼 만들기 위해 석화서리에 노출시켜두었습니다.
ITEM_20150317_003655	Cryptically Engraved Bottle 
ITEM_20150317_003656	석화된 도시 통곡의 광장의 경비병들 무리에 숨어있는 도굴꾼 벤자미나스를 찾기 위한 암호가 새겨진 물병
ITEM_20150317_003657	老舊地圖 
ITEM_20150317_003658	A map that looks ancient. It looks like it will crumble. 
ITEM_20150317_003659	Fragrant Stone Powder 
ITEM_20150317_003660	석화된 도시 통곡의 광장의 몬스터들에게 얻은 향나는 돌가루
ITEM_20150317_003661	Monster 的肉 * 
ITEM_20150317_003662	Chunks of Meat that can easily be obtained from Monsters. But humans can not eat it. 
ITEM_20150317_003663	갈대의 연한 줄기
ITEM_20150317_003664	큰아귀 길에서 흔하게 볼 수 있는 갈대의 속 줄기. 겉껍질의 질긴 부분을 제거했다고는 해도 그냥 먹기에는 턱없이 거칠다.
ITEM_20150317_003665	Soft 木質 Periderm 
ITEM_20150317_003666	The inner layer of bark dug out from a tree on the Way of Big Starving Demon. Don't eat too much of it. 
ITEM_20150317_003667	Small Music Box 
ITEM_20150317_003668	An item exchanged between lovers as a symbol of their love. A cute music box that fits into a small pouch. 
ITEM_20150317_003669	Monster 的肉 
ITEM_20150317_003670	Meat peeled off during the hunting of monsters. The terrible smell alone makes it hard to eat. 
ITEM_20150317_003671	Asellu 葉片 Bud 
ITEM_20150317_003672	The leaf bud of an Asellu grown on the Way of Big Starving Demon. It has many practical uses in crafting and in medicine. 
ITEM_20150317_003673	Food Scraps 
ITEM_20150317_003674	Unidentifiable food scraps. Can be used as monster bait. When a monster comes into sight, you can throw it by pressing the V key. 
ITEM_20150317_003675	나무뿌리 수정 에너지원
ITEM_20150317_003676	나무뿌리 수정이 뿌려 놓은 오염원을 제거 할 수 있는, 나무뿌리 수정 에너지원.
ITEM_20150317_003677	Soul Reagent 
ITEM_20150317_003678	Reagent to distinguish the monster that killed pilgrims at the scattered stairs. 
ITEM_20150317_003679	Nameless Flower * 
ITEM_20150317_003680	Altar Flower Offering 
ITEM_20150317_003681	Bouquet * 
ITEM_20150317_003682	A collection of flowers on the altar devoted to appease the angry spirits 
ITEM_20150317_003683	Pilgrim's Lost Scripture Page 
ITEM_20150317_003684	A sheet of the Pilgrim's Scripture.  
ITEM_20150317_003685	Pilgrim's Scripture 
ITEM_20150317_003686	A Scripture that is necessary for all Pilgrims. 
ITEM_20150317_003687	Condensed Rage of the Pilgrims that the Fire 魔棒 had.  
ITEM_20150317_003688	적갈나무 단층 숲 성소 지도
ITEM_20150317_003689	적갈나무 단층 숲에 있는 축복의 성소를 모두 표시해 주는 지도. {nl}우클릭하면 지도가 펼쳐 집니다. 다 쓴 뒤에는 적갈나무 단층숲을 지나는 다른 순례자들을 위해 회수함에 넣어 주세요.{nl}회수함의 위치: 가식의 교각로로 가는 길목.
ITEM_20150317_003690	적갈나무 단층숲의 오염된 성소를 정화하기 위해 프리스트 마스터로부터 얻어온 성수.
ITEM_20150317_003691	Grey Gypsum Fragment 
ITEM_20150317_003692	적갈나무 단층숲의 고장난 여신상을 수리할 때 쓰인다는 석고 가루.
ITEM_20150317_003693	Reed 葉片 Dew 
ITEM_20150317_003694	석고가루를 갤 때 쓰인다는 물.
ITEM_20150317_003695	Sign of 娜姬絲 
ITEM_20150317_003696	나크티스가 몬스터들을 부리기 위해 몬스터들의 몸에 박아놓은 흔적.(임시)
ITEM_20150317_003697	Clear Water 
ITEM_20150317_003698	Clear Water flowing within a small part of Fault 森林. 
ITEM_20150317_003699	皮甲 Pouch 
ITEM_20150317_003700	A leather pouch used to store water 
ITEM_20150317_003701	Reed Flowers * 
ITEM_20150317_003702	적갈나무 단층숲의 갈대에서 꺾은 갈대꽃.
ITEM_20150317_003703	Purifier 
ITEM_20150317_003704	A purifier that the 寬恕者 Master sells. It is used when the sacred property of something is sullied. It's very expensive, though. 
ITEM_20150317_003705	Tombstone Dew 
ITEM_20150317_003706	Dew gathered from a tombstone early in the morning. One might have qualms against it, but it can be drunk. 
ITEM_20150317_003707	Lantern * 
ITEM_20150317_003708	A lantern that lights one's surroundings. 
ITEM_20150317_003709	Medicine 
ITEM_20150317_003710	Medicine created by the pilgrim, Teopilis. He claims it will ward off curses. 
ITEM_20150317_003711	몬스터 각질*
ITEM_20150317_003712	테오필리스가 만들어 준다고 하는 약의 재료가 되는 몬스터의 각질.
ITEM_20150317_003713	작은 초상화*
ITEM_20150317_003714	A small, portable portrait with someone's face drawn on it. 
ITEM_20150317_003715	Mother's Handkerchief * 
ITEM_20150317_003716	A handkerchief given to a son leaving on a pilgrimmage from his loving mother. 
ITEM_20150317_003717	Sap 
ITEM_20150317_003718	가식의 교각로의 잘린 나무들에게서 얻은 수액.
ITEM_20150317_003719	Jar 
ITEM_20150317_003720	A jar used to store sap or water 
ITEM_20150317_003721	Succubus Eyes 
ITEM_20150317_003722	A Succubus's eyes with the [項鏈 of Greed - STA] lodged in it. Teopilis can probably extract the necklace if we take it to him. 
ITEM_20150317_003723	Pattern Stone (High) 
ITEM_20150317_003724	The upper part of the stone with the drawn sacred pattern. 
ITEM_20150317_003725	Pattern Stone (Medium) 
ITEM_20150317_003726	The middle part of the stone with the drawn sacred pattern. 
ITEM_20150317_003727	Pattern Stone (Low) 
ITEM_20150317_003728	The lower part of the stone with the drawn sacred pattern. 
ITEM_20150317_003729	甜蜂窩碎片 
ITEM_20150317_003730	A fragment of a 蜂窩 that emits a strong, sweet scent. 
ITEM_20150317_003731	碧奇祭壇 魔法石碎片
ITEM_20150317_003732	An unidentified fragment of a magic stone that was placed on the altar. 
ITEM_20150317_003733	Beehive Piece 
ITEM_20150317_003734	A piece of 蜂窩 that is sweet to the tongue. 
ITEM_20150317_003735	The crystal of a spirit filled with a holy aura. 
ITEM_20150317_003736	Complete Scriptures 
ITEM_20150317_003737	A scripture containing the power of sacred texts. 
ITEM_20150317_003738	Scriptures of the Soul 
ITEM_20150317_003739	Scriptures containing a bishop's soul. It is able to call up the bishop at any time. 
ITEM_20150317_003740	Relic of Mercy 
ITEM_20150317_003741	A teardrop-shaped jewel. Required to find Mayburn's key. 
ITEM_20150317_003742	Relic of Salvation 
ITEM_20150317_003743	A round jewel. Required to find Mayburn's key. 
ITEM_20150317_003744	Mayburn's First key 
ITEM_20150317_003745	Guard's Keepsake 
ITEM_20150317_003746	Relics of the guards that have been petrified by the petrified frost in the petrified city Susanhan marketplace 
ITEM_20150317_003747	Bag of Farming Tools 
ITEM_20150317_003748	Backpack filled with tools necessary to start a farm. 
ITEM_20150317_003749	Bee Tree Branch 
ITEM_20150317_003750	A branch of a bee tree containing the power of the Goddess Austeya 
ITEM_20150317_003751	Ashes of Incinerated Demon 
ITEM_20150317_003752	The ashes of a Demon incinerated by Goddess Austeya's power 
ITEM_20150317_003753	Beads of Residue 
ITEM_20150317_003754	마족의 결계를 파괴할 수 있는 구슬
ITEM_20150317_003755	Oak 的莖 
ITEM_20150317_003756	Scarecrow Building Materials 
ITEM_20150317_003757	Material for fabricating Scarecrows 
ITEM_20150317_003758	Wood to be installed on the land as scarecrow 
ITEM_20150317_003759	Stolen Grain Bag 
ITEM_20150317_003760	Vomited after the monster died, a half-digested mass of dough. 
ITEM_20150317_003761	The third revelation found in the 尖刺y 森林 
ITEM_20150317_003762	The fourth revelation found in the Royal Tombs 
ITEM_20150317_003763	It cannot be read yet. Take it to 薩勒 for interpretation. 
ITEM_20150317_003764	Rubbing Tool for Petrified Objects  
ITEM_20150317_003765	Tool used to make a rubbing of the petrified book found on 路克里斯街道. 
ITEM_20150317_003766	Time Magnifier 
ITEM_20150317_003767	Tool used to find out the past disaster of 路克里斯街道  
ITEM_20150317_003768	護身符 (temporary) 
ITEM_20150317_003769	護身符 attached by an unknown pilgrim to seal the power of the Tree Root Crystal. 
ITEM_20150317_003770	Fragmented Symbol of Austeza 
ITEM_20150317_003771	Austeja's Symbol related to the altar. 
ITEM_20150317_003772	Symbol of Austeza 
ITEM_20150317_003773	A symbol containing Goddess Austeza's power, it has the ability to block Demonic powers. 
ITEM_20150317_003774	Merchant Item Parcel 
ITEM_20150317_003775	봄볕나무 숲 상인이 잃어버린 짐
ITEM_20150317_003776	Bee Honey Jelly 
ITEM_20150317_003777	A sweet-smelling jelly that can bring the Spring Flower out from hiding. 
ITEM_20150317_003778	Spring Flower 
ITEM_20150317_003779	Mysterious flower that rises from the ground when it smells honey. 
ITEM_20150317_003780	Maven's Second Key 
ITEM_20150317_003781	Maven's Third Key 
ITEM_20150317_003782	Maven's Fourth Key 
ITEM_20150317_003783	Maven's Fifth Key 
ITEM_20150317_003784	Broken Key Fragment 
ITEM_20150317_003785	牧師's Studies 
ITEM_20150317_003786	Documents related to the research of the curse of 娜姬絲 
ITEM_20150317_003787	Research Results 
ITEM_20150317_003788	牧師's lost belongings 
ITEM_20150317_003789	Medicine 
ITEM_20150317_003790	Experimental Medicine 
ITEM_20150317_003791	Drugged 的肉 
ITEM_20150317_003792	Meat 
ITEM_20150317_003793	圖紙 
ITEM_20150317_003794	Recipes written to turn into monsters 
ITEM_20150317_003795	布甲 Scrap of 娜姬絲's Servant 
ITEM_20150317_003796	Material needed to make drugs to disguise as 娜姬絲 
ITEM_20150317_003797	Medicine that can turn you into a monster 
ITEM_20150317_003798	Old Key 
ITEM_20150317_003799	A key retrieved from 娜姬絲's Servant 
ITEM_20150317_003800	Sacrificial Lean Monster Meat 
ITEM_20150317_003801	Monster meat for use in the Sanctuary. Because it's a lean part of the meat, it doesn't smell that much. 
ITEM_20150317_003802	Cleric Master's Symbol of Faith 
ITEM_20150317_003803	A crest that can find monsters that have eaten the Sancutary's insignia. It's a symbol of the Cleric Master's faith. 
ITEM_20150317_003804	Tough 皮甲 
ITEM_20150317_003805	The tough leather of a monster. Its toughness makes it watertight. 
ITEM_20150317_003806	Tough 皮甲 Pouch 
ITEM_20150317_003807	A pouch made from a monster's Tough 皮甲  
ITEM_20150317_003808	Water-Filled 皮甲 Pouch  
ITEM_20150317_003809	A monster's Tough 皮甲 Pouch that has been filled with water. 
ITEM_20150317_003810	An old and rusted key. 
ITEM_20150317_003811	The sixth revelation found in the Cathedral 
ITEM_20150317_003812	Doucments related to 娜姬絲 
ITEM_20150317_003813	Documents related to the story of 娜姬絲 and the Asmodians 
ITEM_20150317_003814	Body of 牧師 
ITEM_20150317_003815	Body of Bishop 
ITEM_20150317_003816	Tasty Candy Ball 
ITEM_20150317_003817	A tasty candy ball made for the workers at the petrified city in Kalis. 
ITEM_20150317_003818	Guard's Memento 
ITEM_20150317_003819	Memento of a soldier who died to the petrifying frost.  
ITEM_20150317_003820	Elixir Ingredient 
ITEM_20150317_003821	An ingredient requested by 邪靈祭司 Edita in order to call forth spirits. 
ITEM_20150317_003822	Elixir of Release 
ITEM_20150317_003823	An elixer that, when used on petrified people, summons their spirits. 
ITEM_20150317_003824	Petrification Thawing Liquid  
ITEM_20150317_003825	When used on a monster that is being petrified, it thaws them out. 
ITEM_20150317_003826	Petrified Sample 
ITEM_20150317_003827	A petrified sample of a monster in the process of being petrified. 
ITEM_20150317_003828	Ruklys Era Record 
ITEM_20150317_003829	A comparatively well-reserved record from the Ruklys Era. 
ITEM_20150317_003830	Vacuum Scroll 
ITEM_20150317_003831	A scroll that contains powerful magic that blocks all sound. Let's use Gagoil. 
